harm	voice4	voice3	voice2	voice1	beat	meter	onset_strength	beat_strength	LABEL	similarity
IV	1r	1r	4d]	8e	1	M4/4	1.0	strong beat	0.0	1.0
IV	1r	1r	4d]	4ee	1.5	M4/4	1.0	off beat	0.0	0.5
Ib	1r	1r	4c#	4ee	2	M4/4	1.0	weak beat	1.0	0.6666666666666666
Ib	1r	1r	4c#	16cc#	2.5	M4/4	1.0	off beat	0.0	0.6666666666666666
Ib	1r	1r	4c#	16a	2.75	M4/4	1.0	off beat	0.0	0.0
V7b	1r	1r	8B	8dd	3	M4/4	2.0	strong beat	1.0	0.0
V7b	1r	1r	8A	16ee	3.5	M4/4	2.0	off beat	0.0	0.5
V7b	1r	1r	8A	16ff#	3.75	M4/4	1.0	off beat	0.0	0.0
V7b	1r	1r	4G#	8ee	4	M4/4	2.0	weak beat	0.0	0.5
V7b	1r	1r	4G#	8dd	4.5	M4/4	1.0	off beat	0.0	0.0
I	1r	2.r	8A	4cc#	1	M4/4	2.0	strong beat	1.0	1.0
I	1r	2.r	8a	4cc#	1.5	M4/4	1.0	off beat	0.0	0.5
I	1r	2.r	8a	8.dd#	2	M4/4	1.0	weak beat	0.0	1.0
I	1r	2.r	8a	8.dd#	2.5	M4/4	0.0	off beat	0.0	0.5
I	1r	2.r	8a	32cc#	2.75	M4/4	1.0	off beat	0.0	0.5
I	1r	2.r	8a	32dd#	2.875	M4/4	1.0	off beat	0.0	0.0
I	1r	2.r	8g#	4ee	3	M4/4	2.0	strong beat	0.0	0.5
I	1r	2.r	16f#	4ee	3.5	M4/4	1.0	off beat	0.0	0.5
I	1r	2.r	16g#	4ee	3.75	M4/4	1.0	off beat	0.0	0.6666666666666666
V	1r	[4e	8e	4r	4	M4/4	1.0	weak beat	1.0	0.6666666666666666
V	1r	[4e	8g#	4r	4.5	M4/4	1.0	off beat	0.0	0.5
V	1r	4e]	8f#	4.r	1	M4/4	1.0	strong beat	0.0	1.0
V	1r	4e]	4ff#	4.r	1.5	M4/4	1.0	off beat	0.0	0.5
Vb/V	1r	2d#	4ff#	4.r	2	M4/4	1.0	weak beat	1.0	1.0
Vb/V	1r	2d#	16dd#	8ff#	2.5	M4/4	1.0	off beat	0.0	0.8
Vb/V	1r	2d#	16b	8ff#	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
Vb/V	1r	2d#	8ee	8gg#	3	M4/4	2.0	strong beat	0.0	0.6666666666666666
Vb/V	1r	2d#	8e	16aa	3.5	M4/4	2.0	off beat	0.0	0.6666666666666666
Vb/V	1r	2d#	8e	16bb	3.75	M4/4	1.0	off beat	0.0	0.0
iii[Ib]	1r	[4c#	8r	16aa	4	M4/4	2.0	weak beat	1.0	0.5
iii[Ib]	1r	[4c#	8r	16bb	4.25	M4/4	1.0	off beat	0.0	0.4
iii[Ib]	1r	[4c#	8e	16gg#	4.5	M4/4	2.0	off beat	0.0	0.6666666666666666
iii[Ib]	1r	[4c#	8e	16aa	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
iii[Ib]	1r	4c#]	8d#	4ff#	1	M4/4	2.0	strong beat	0.0	1.0
iii[Ib]	1r	4c#]	4dd#	4ff#	1.5	M4/4	1.0	off beat	0.0	0.4
V/V	1r	2B	4dd#	8r	2	M4/4	1.0	weak beat	1.0	1.0
V/V	1r	2B	16b	8dd#	2.5	M4/4	1.0	off beat	0.0	0.8
V/V	1r	2B	16g#	8dd#	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
V/V	1r	2B	8cc#	8ee	3	M4/4	2.0	strong beat	0.0	0.6666666666666666
V/V	1r	2B	8c#	16ff#	3.5	M4/4	2.0	off beat	0.0	0.6666666666666666
V/V	1r	2B	8c#	16gg#	3.75	M4/4	1.0	off beat	0.0	0.0
I	1r	[4A	8r	16ff#	4	M4/4	2.0	weak beat	1.0	0.5
I	1r	[4A	8r	16gg#	4.25	M4/4	1.0	off beat	0.0	0.4
I	1r	[4A	8c#	16ee	4.5	M4/4	2.0	off beat	0.0	0.6666666666666666
I	1r	[4A	8c#	16ff#	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
I	1r	4A]	8B	4dd#	1	M4/4	2.0	strong beat	0.0	1.0
I	1r	4A]	4b	4dd#	1.5	M4/4	1.0	off beat	0.0	0.3333333333333333
Vb	1r	4G#	4b	2ee	2	M4/4	2.0	weak beat	1.0	0.8
Vb	1r	4G#	16g#	2ee	2.5	M4/4	1.0	off beat	0.0	1.0
Vb	1r	4G#	16e	2ee	2.75	M4/4	1.0	off beat	0.0	0.4
vi	1r	4F#	8a	2ee	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
vi	1r	4F#	16b	2ee	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
vi	1r	4F#	16cc#	2ee	3.75	M4/4	1.0	off beat	0.0	0.0
V/V	1r	4B	8b	4dd#	4	M4/4	3.0	weak beat	1.0	0.8
V/V	1r	4B	8a	4dd#	4.5	M4/4	1.0	off beat	0.0	0.0
V	1r	8E	8g#	8ee	1	M4/4	3.0	strong beat	1.0	1.0
V	1r	8e	16e	16g#	1.5	M4/4	1.0	off beat	0.0	0.4
V	1r	8e	16f#	16a	1.75	M4/4	2.0	off beat	0.0	0.3333333333333333
V	1r	8e	8g#	8b	2	M4/4	2.0	weak beat	0.0	0.3333333333333333
V	1r	8e	16f#	16a	2.5	M4/4	2.0	off beat	0.0	0.3333333333333333
V	1r	8e	16g#	16b	2.75	M4/4	2.0	off beat	0.0	0.0
Ib	1r	8c#	8a	4cc#	3	M4/4	3.0	strong beat	1.0	0.5
Ib	1r	16B	8b	4cc#	3.5	M4/4	2.0	off beat	0.0	1.0
Ib	1r	16c#	8b	4cc#	3.75	M4/4	1.0	off beat	0.0	0.5
Ib	1r	8A	8cc#	[4aa	4	M4/4	2.0	weak beat	0.0	0.8
Ib	1r	8c#	8ee	[4aa	4.5	M4/4	2.0	off beat	0.0	0.3333333333333333
iii	1r	8B	4dd	4aa]	1	M4/4	2.0	strong beat	1.0	1.0
iii	1r	4b	4dd	4aa]	1.5	M4/4	1.0	off beat	0.0	0.4
iii	1r	4b	8r	2gg#	2	M4/4	1.0	weak beat	0.0	1.0
iii	1r	16g#	8b	2gg#	2.5	M4/4	1.0	off beat	0.0	0.8
iii	1r	16e	8b	2gg#	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
vib	1r	8a	8cc#	2gg#	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
vib	1r	8A	16dd	2gg#	3.5	M4/4	2.0	off beat	0.0	0.6666666666666666
vib	1r	8A	16ee	2gg#	3.75	M4/4	1.0	off beat	0.0	0.0
vib	1r	8r	16dd	[4ff#	4	M4/4	2.0	weak beat	0.0	0.5
vib	1r	8r	16ee	[4ff#	4.25	M4/4	1.0	off beat	0.0	0.4
vib	1r	8A	16cc#	[4ff#	4.5	M4/4	2.0	off beat	0.0	0.6666666666666666
vib	1r	8A	16dd	[4ff#	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
Vb	1r	8G#	4b	4ff#]	1	M4/4	2.0	strong beat	1.0	1.0
Vb	1r	4g#	4b	4ff#]	1.5	M4/4	1.0	off beat	0.0	0.4
Vb	1r	4g#	8r	2ee	2	M4/4	1.0	weak beat	0.0	1.0
Vb	1r	16e	8g#	2ee	2.5	M4/4	1.0	off beat	0.0	0.8
Vb	1r	16c#	8g#	2ee	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
IVb	1r	8f#	8a	2ee	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
IVb	1r	8F#	16b	2ee	3.5	M4/4	2.0	off beat	0.0	0.6666666666666666
IVb	1r	8F#	16cc#	2ee	3.75	M4/4	1.0	off beat	0.0	0.0
IVb	1r	8r	16b	[4dd	4	M4/4	2.0	weak beat	0.0	0.5
IVb	1r	8r	16cc#	[4dd	4.25	M4/4	1.0	off beat	0.0	0.4
IVb	1r	8F#	16a	[4dd	4.5	M4/4	2.0	off beat	0.0	0.6666666666666666
IVb	1r	8F#	16b	[4dd	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
iiib	1r	8E	4g#	4dd]	1	M4/4	2.0	strong beat	1.0	1.0
iiib	1r	4e	4g#	4dd]	1.5	M4/4	1.0	off beat	0.0	0.3333333333333333
Ic	1r	4e	2a	4cc#	2	M4/4	2.0	weak beat	1.0	0.8
Ic	1r	16c#	2a	4cc#	2.5	M4/4	1.0	off beat	0.0	1.0
Ic	1r	16A	2a	4cc#	2.75	M4/4	1.0	off beat	0.0	0.4
ii	1r	8d	2a	2b	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
ii	1r	16e	2a	2b	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
ii	1r	16f#	2a	2b	3.75	M4/4	1.0	off beat	0.0	0.3333333333333333
V	1r	8e	4g#	2b	4	M4/4	2.0	weak beat	1.0	0.6666666666666666
V	1r	8d	4g#	2b	4.5	M4/4	1.0	off beat	0.0	0.0
I	8r	8c#	8a	4a	1	M4/4	2.0	strong beat	1.0	0.8
I	8A	16e	16cc#	4a	1.5	M4/4	3.0	off beat	0.0	0.3333333333333333
I	8A	16d	16b	4a	1.75	M4/4	2.0	off beat	0.0	0.3333333333333333
I	8A	8e	8cc#	2.r	2	M4/4	2.0	weak beat	0.0	0.3333333333333333
I	8A	8f#	8dd#	2.r	2.5	M4/4	2.0	off beat	0.0	0.0
Vb	8G#	4B	[2ee	2.r	3	M4/4	3.0	strong beat	1.0	0.6666666666666666
Vb	16F#	4B	[2ee	2.r	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
Vb	16G#	4B	[2ee	2.r	3.75	M4/4	1.0	off beat	0.0	0.8
Vb	8E	8g#	[2ee	2.r	4	M4/4	2.0	weak beat	0.0	0.8
Vb	8G#	8b	[2ee	2.r	4.5	M4/4	2.0	off beat	0.0	0.3333333333333333
Vb	8F#	4a	4ee]	1r	1	M4/4	2.0	strong beat	0.0	1.0
Vb	4f#	4a	4ee]	1r	1.5	M4/4	1.0	off beat	0.0	0.4
viiob/V	4f#	8r	2dd#	1r	2	M4/4	1.0	weak beat	1.0	1.0
viiob/V	16d#	8f#	2dd#	1r	2.5	M4/4	1.0	off beat	0.0	0.8
viiob/V	16B	8f#	2dd#	1r	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
V	8e	8g#	2dd#	1r	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
V	8E	16a	2dd#	1r	3.5	M4/4	2.0	off beat	0.0	0.6666666666666666
V	8E	16b	2dd#	1r	3.75	M4/4	1.0	off beat	0.0	0.0
V	8r	16a	[4cc#	1r	4	M4/4	2.0	weak beat	0.0	0.5
V	8r	16b	[4cc#	1r	4.25	M4/4	1.0	off beat	0.0	0.4
V	8E	16g#	[4cc#	1r	4.5	M4/4	2.0	off beat	0.0	0.6666666666666666
V	8E	16a	[4cc#	1r	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
V	8D#	4f#	4cc#]	1r	1	M4/4	2.0	strong beat	0.0	1.0
V	4d#	4f#	4cc#]	1r	1.5	M4/4	1.0	off beat	0.0	0.4
Vb/V	4d#	8r	2b	1r	2	M4/4	1.0	weak beat	1.0	1.0
Vb/V	16B	8d#	2b	1r	2.5	M4/4	1.0	off beat	0.0	0.8
Vb/V	16G#	8d#	2b	1r	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
Ib	8c#	8e	2b	1r	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
Ib	8C#	16f#	2b	1r	3.5	M4/4	2.0	off beat	0.0	0.6666666666666666
Ib	8C#	16g#	2b	1r	3.75	M4/4	1.0	off beat	0.0	0.0
Ib	8r	16f#	[4a	1r	4	M4/4	2.0	weak beat	0.0	0.5
Ib	8r	16g#	[4a	1r	4.25	M4/4	1.0	off beat	0.0	0.4
Ib	8C#	16e	[4a	1r	4.5	M4/4	2.0	off beat	0.0	0.6666666666666666
Ib	8C#	16f#	[4a	1r	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
Ib	8BB	4d#	4a]	1r	1	M4/4	2.0	strong beat	0.0	1.0
Ib	4B	4d#	4a]	1r	1.5	M4/4	1.0	off beat	0.0	0.3333333333333333
Vc	4B	2e	4g#	1r	2	M4/4	2.0	weak beat	1.0	0.8
Vc	16G#	2e	4g#	1r	2.5	M4/4	1.0	off beat	0.0	1.0
Vc	16E	2e	4g#	1r	2.75	M4/4	1.0	off beat	0.0	0.4
IVc	8A	2e	2f#	1r	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
IVc	16B	2e	2f#	1r	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
IVc	16c#	2e	2f#	1r	3.75	M4/4	1.0	off beat	0.0	0.3333333333333333
V/V	8B	4d#	2f#	1r	4	M4/4	2.0	weak beat	1.0	0.6666666666666666
V/V	8A	4d#	2f#	1r	4.5	M4/4	1.0	off beat	0.0	0.0
Vb	4G#	8e	8e	8r	1	M4/4	2.0	strong beat	1.0	1.0
Vb	4G#	8E	8g#	8ee	1.5	M4/4	3.0	off beat	0.0	0.4
Vb	2r	8F#	8a	8ee	2	M4/4	2.0	weak beat	0.0	0.3333333333333333
Vb	2r	8G#	8b	8ee	2.5	M4/4	2.0	off beat	0.0	0.3333333333333333
I	2r	4A	4e	8cc#	3	M4/4	3.0	strong beat	1.0	0.6666666666666666
I	2r	4A	4e	16b	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
I	2r	4A	4e	16cc#	3.75	M4/4	1.0	off beat	0.0	0.5
(I)	[4A	4r	4r	8a	4	M4/4	1.0	weak beat	1.0	0.6666666666666666
(I)	[4A	4r	4r	8cc#	4.5	M4/4	1.0	off beat	0.0	0.5
(I)	4A]	4.r	4r	8b	1	M4/4	1.0	strong beat	0.0	1.0
(I)	4A]	4.r	4r	4bb	1.5	M4/4	1.0	off beat	0.0	0.4
Vb	2G#	4.r	4.ee	4bb	2	M4/4	2.0	weak beat	1.0	1.0
Vb	2G#	8B	4.ee	16gg#	2.5	M4/4	2.0	off beat	0.0	1.0
Vb	2G#	8B	4.ee	16ee	2.75	M4/4	0.0	off beat	0.0	0.5714285714285714
Vb	2G#	8c#	4.ee	8aa	3	M4/4	2.0	strong beat	0.0	0.5
Vb	2G#	16d	16ff#	8a	3.5	M4/4	3.0	off beat	0.0	0.5
Vb	2G#	16e	16cc#	8a	3.75	M4/4	2.0	off beat	0.0	0.0
vib	[4F#	16d	4dd	8r	4	M4/4	3.0	weak beat	1.0	0.8
vib	[4F#	16e	4dd	8r	4.25	M4/4	1.0	off beat	0.0	0.5714285714285714
vib	[4F#	16c#	4dd	8a	4.5	M4/4	2.0	off beat	0.0	0.8571428571428571
vib	[4F#	16d	4dd	8a	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
vib	4F#]	4B	4r	8g#	1	M4/4	2.0	strong beat	0.0	1.0
vib	4F#]	4B	4r	4gg#	1.5	M4/4	1.0	off beat	0.0	0.3333333333333333
Vb	2E	8r	4.cc#	4gg#	2	M4/4	2.0	weak beat	1.0	1.0
Vb	2E	8G#	4.cc#	16ee	2.5	M4/4	2.0	off beat	0.0	1.0
Vb	2E	8G#	4.cc#	16cc#	2.75	M4/4	0.0	off beat	0.0	0.5714285714285714
Vb	2E	8A	4.cc#	8ff#	3	M4/4	2.0	strong beat	0.0	0.5
Vb	2E	16B	16dd	8f#	3.5	M4/4	3.0	off beat	0.0	0.5
Vb	2E	16c#	16a	8f#	3.75	M4/4	2.0	off beat	0.0	0.0
iim7b	[4D	16B	4b	8r	4	M4/4	3.0	weak beat	1.0	0.8
iim7b	[4D	16c#	4b	8r	4.25	M4/4	1.0	off beat	0.0	0.5714285714285714
iim7b	[4D	16A	4b	8f#	4.5	M4/4	2.0	off beat	0.0	0.8571428571428571
iim7b	[4D	16B	4b	8f#	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
Ib	4D]	4G#	4r	8e	1	M4/4	2.0	strong beat	1.0	1.0
Ib	4D]	4G#	4r	4ee	1.5	M4/4	1.0	off beat	0.0	0.3333333333333333
Ib	4C#	2A	4e	4ee	2	M4/4	3.0	weak beat	0.0	1.0
Ib	4C#	2A	4e	16cc#	2.5	M4/4	1.0	off beat	0.0	1.0
Ib	4C#	2A	4e	16a	2.75	M4/4	1.0	off beat	0.0	0.2857142857142857
iim7	2BB	2A	8f#	8dd	3	M4/4	3.0	strong beat	1.0	0.75
iim7	2BB	2A	8d	16ee	3.5	M4/4	2.0	off beat	0.0	0.75
iim7	2BB	2A	8d	16ff#	3.75	M4/4	1.0	off beat	0.0	0.2857142857142857
Vc	2BB	4G#	8B	8ee	4	M4/4	3.0	weak beat	1.0	0.5714285714285714
Vc	2BB	4G#	16c#	8dd	4.5	M4/4	2.0	off beat	0.0	0.8571428571428571
Vc	2BB	4G#	16d	8dd	4.75	M4/4	1.0	off beat	0.0	0.0
I	4AA	4A	4e	8cc#	1	M4/4	4.0	strong beat	1.0	0.8
I	4AA	4A	4e	8ee	1.5	M4/4	1.0	off beat	0.0	0.6666666666666666
I	8r	8r	2r	2aa	2	M4/4	1.0	weak beat	0.0	0.6666666666666666
I	8c#	8a	2r	2aa	2.5	M4/4	2.0	off beat	0.0	0.4
viiob	8d	2b	2r	2aa	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
viiob	16e	2b	2r	2aa	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
viiob	16f#	2b	2r	2aa	3.75	M4/4	1.0	off beat	0.0	0.3333333333333333
viiob	16e	2b	8r	[4gg#	4	M4/4	2.0	weak beat	0.0	0.6666666666666666
viiob	16f#	2b	8r	[4gg#	4.25	M4/4	1.0	off beat	0.0	0.5714285714285714
viiob	16d	2b	[8ee	[4gg#	4.5	M4/4	2.0	off beat	0.0	0.8571428571428571
viiob	16e	2b	[8ee	[4gg#	4.75	M4/4	1.0	off beat	0.0	0.5714285714285714
Ib	4c#	4.a	8ee]	8gg#]	1	M4/4	2.0	strong beat	1.0	0.6666666666666666
Ib	4c#	4.a	8c#	16aa	1.5	M4/4	1.0	off beat	0.0	0.8
Ib	4c#	4.a	8c#	16ee	1.75	M4/4	1.0	off beat	0.0	0.3333333333333333
IV	8r	4.a	8d	2ff#	2	M4/4	2.0	weak beat	1.0	0.6666666666666666
IV	8d	16b	4dd	2ff#	2.5	M4/4	2.0	off beat	0.0	0.8
IV	8d	16f#	4dd	2ff#	2.75	M4/4	1.0	off beat	0.0	0.6666666666666666
V7c	8B	2g#	4dd	2ff#	3	M4/4	2.0	strong beat	1.0	0.75
V7c	16c#	2g#	16b	2ff#	3.5	M4/4	2.0	off beat	0.0	0.5714285714285714
V7c	16d	2g#	16g#	2ff#	3.75	M4/4	1.0	off beat	0.0	0.3333333333333333
iii	16c#	2g#	[4cc#	[4ee	4	M4/4	3.0	weak beat	1.0	0.8571428571428571
iii	16d	2g#	[4cc#	[4ee	4.25	M4/4	1.0	off beat	0.0	0.75
iii	16B	2g#	[4cc#	[4ee	4.5	M4/4	1.0	off beat	0.0	0.8571428571428571
iii	16c#	2g#	[4cc#	[4ee	4.75	M4/4	1.0	off beat	0.0	0.5714285714285714
Vb/ii	4A#	4.f#	8cc#]	8ee]	1	M4/4	2.0	strong beat	1.0	0.6666666666666666
Vb/ii	4A#	4.f#	8A#	16ff#	1.5	M4/4	1.0	off beat	0.0	0.8
Vb/ii	4A#	4.f#	8A#	16cc#	1.75	M4/4	1.0	off beat	0.0	0.3333333333333333
ii	8r	4.f#	8B	2dd	2	M4/4	2.0	weak beat	1.0	0.8
ii	8B	16d	4b	2dd	2.5	M4/4	2.0	off beat	0.0	0.8
ii	8B	16f#	4b	2dd	2.75	M4/4	1.0	off beat	0.0	0.5714285714285714
V7b	8G#	2e	4b	2dd	3	M4/4	2.0	strong beat	1.0	0.75
V7b	16A	2e	16g#	2dd	3.5	M4/4	2.0	off beat	0.0	0.5714285714285714
V7b	16B	2e	16e	2dd	3.75	M4/4	1.0	off beat	0.0	0.3333333333333333
I	8A	2e	[4a	[4cc#	4	M4/4	3.0	weak beat	1.0	0.8571428571428571
I	8G#	2e	[4a	[4cc#	4.5	M4/4	1.0	off beat	0.0	0.5
IVm7b	8F#	2d	8a]	4cc#]	1	M4/4	2.0	strong beat	1.0	0.75
IVm7b	16G#	2d	16f#	4cc#]	1.5	M4/4	2.0	off beat	0.0	0.5714285714285714
IVm7b	16A	2d	16d	4cc#]	1.75	M4/4	1.0	off beat	0.0	0.3333333333333333
viio	16G#	2d	4.g#	2b	2	M4/4	3.0	weak beat	1.0	0.8571428571428571
viio	16A	2d	4.g#	2b	2.25	M4/4	1.0	off beat	0.0	0.75
viio	16F#	2d	4.g#	2b	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
viio	16G#	2d	4.g#	2b	2.75	M4/4	1.0	off beat	0.0	0.5714285714285714
V7c/vi	8E#	[2c#	4.g#	2b	3	M4/4	2.0	strong beat	1.0	0.75
V7c/vi	16F#	[2c#	16e#	2b	3.5	M4/4	2.0	off beat	0.0	0.5714285714285714
V7c/vi	16G#	[2c#	16c#	2b	3.75	M4/4	1.0	off beat	0.0	0.3333333333333333
vi	8F#	[2c#	8f#	8a	4	M4/4	3.0	weak beat	1.0	0.3333333333333333
vi	8E	[2c#	8g#	8g#	4.5	M4/4	2.0	off beat	0.0	0.2857142857142857
Gn/VI	2D	8c#]	8a	4f#	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
Gn/VI	2D	8a	8ff#	4f#	1.5	M4/4	1.0	off beat	0.0	0.5714285714285714
Gn/VI	2D	8g#	8ff#	4b#	2	M4/4	2.0	weak beat	0.0	0.8571428571428571
Gn/VI	2D	8f#	8ff#	4b#	2.5	M4/4	1.0	off beat	0.0	0.0
V/VI	4C#	8g#	8ee#	4cc#	3	M4/4	4.0	strong beat	1.0	0.4
V/VI	4C#	8cc#	16dd#	4cc#	3.5	M4/4	1.0	off beat	0.0	0.5
V/VI	4C#	8cc#	16ee#	4cc#	3.75	M4/4	1.0	off beat	0.0	0.6666666666666666
V/VI	4r	8cc#	8cc#	4r	4	M4/4	0.0	weak beat	0.0	0.6666666666666666
V/VI	4r	8cc#	8ee#	4r	4.5	M4/4	1.0	off beat	0.0	0.0
VIb	1r	8a#	4.ff#	1r	1	M4/4	2.0	strong beat	1.0	0.5
VIb	1r	16g#	4.ff#	1r	1.5	M4/4	1.0	off beat	0.0	0.5
VIb	1r	16a#	4.ff#	1r	1.75	M4/4	1.0	off beat	0.0	0.6666666666666666
V7/II	1r	8f#	4.ff#	1r	2	M4/4	1.0	weak beat	1.0	0.0
V7/II	1r	8a#	8ee	1r	2.5	M4/4	2.0	off beat	0.0	0.0
II	1r	4.b	8dd#	1r	3	M4/4	2.0	strong beat	1.0	0.5
II	1r	4.b	16cc#	1r	3.5	M4/4	1.0	off beat	0.0	0.5
II	1r	4.b	16dd#	1r	3.75	M4/4	1.0	off beat	0.0	0.6666666666666666
V7/V	1r	4.b	8b	1r	4	M4/4	0.0	weak beat	1.0	0.0
V7/V	1r	8a	8dd#	1r	4.5	M4/4	2.0	off beat	0.0	0.0
Vb	2r	8g#	4.ee	1r	1	M4/4	2.0	strong beat	1.0	0.5
Vb	2r	16f#	4.ee	1r	1.5	M4/4	1.0	off beat	0.0	0.5
Vb	2r	16g#	4.ee	1r	1.75	M4/4	1.0	off beat	0.0	0.6666666666666666
V7	2r	8e	4.ee	1r	2	M4/4	1.0	weak beat	1.0	0.0
V7	2r	8g#	8dd	1r	2.5	M4/4	2.0	off beat	0.0	0.0
I	8r	4a	8cc#	1r	3	M4/4	2.0	strong beat	1.0	0.5
I	8A	4a	16b	1r	3.5	M4/4	2.0	off beat	0.0	0.5
I	8A	4a	16cc#	1r	3.75	M4/4	1.0	off beat	0.0	1.0
I	8A	8c#	8a	1r	4	M4/4	1.0	weak beat	0.0	0.4
I	8A	16d	16b	1r	4.5	M4/4	2.0	off beat	0.0	0.3333333333333333
I	8A	16e	16cc#	1r	4.75	M4/4	2.0	off beat	0.0	0.0
IVb	8F#	8f#	4dd	4.r	1	M4/4	3.0	strong beat	1.0	0.4
IVb	16E	8a	4dd	4.r	1.5	M4/4	2.0	off beat	0.0	0.6666666666666666
IVb	16F#	8a	4dd	4.r	1.75	M4/4	1.0	off beat	0.0	0.5
IVb	8D	2dd	4.r	4.r	2	M4/4	1.0	weak beat	0.0	0.5
IVb	8F#	2dd	4.r	8a	2.5	M4/4	2.0	off beat	0.0	0.3333333333333333
vm7	8E	2dd	4.r	8g	3	M4/4	2.0	strong beat	1.0	0.8571428571428571
vm7	4e	2dd	8b	4gg	3.5	M4/4	3.0	off beat	0.0	0.5714285714285714
Ic	4e	[4cc#	8cc#	4gg	4	M4/4	1.0	weak beat	1.0	0.8
Ic	16c#	[4cc#	8ee	16ee	4.5	M4/4	2.0	off beat	0.0	0.8
Ic	16A	[4cc#	8ee	16cc#	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
IV	8D	4cc#]	8r	8ff#	1	M4/4	2.0	strong beat	1.0	0.8571428571428571
IV	8d	4cc#]	8a	8f#	1.5	M4/4	3.0	off beat	0.0	0.0
iib	8r	2b	8b	8r	2	M4/4	1.0	weak beat	1.0	0.5
iib	8D	2b	8dd	8f#	2.5	M4/4	3.0	off beat	0.0	0.3333333333333333
iii	8C#	2b	8r	8e	3	M4/4	2.0	strong beat	1.0	0.8571428571428571
iii	4c#	2b	8g#	4ee	3.5	M4/4	3.0	off beat	0.0	0.5714285714285714
vi	4c#	[4a	8a	4ee	4	M4/4	1.0	weak beat	1.0	0.8
vi	16A	[4a	8cc#	16cc#	4.5	M4/4	2.0	off beat	0.0	0.8
vi	16F#	[4a	8cc#	16a	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
ii	8B	4a]	8r	8dd	1	M4/4	2.0	strong beat	1.0	1.0
ii	8BB	4a]	8dd	8d	1.5	M4/4	2.0	off beat	0.0	0.4
V7	8r	4g#	8dd	8r	2	M4/4	1.0	weak beat	1.0	0.6666666666666666
V7	8EE	4g#	8dd	8b	2.5	M4/4	2.0	off beat	0.0	0.0
I	4AA	4a	8cc#	8a	3	M4/4	3.0	strong beat	1.0	0.5
I	4AA	4a	16b	8aa	3.5	M4/4	2.0	off beat	0.0	0.5
I	4AA	4a	16cc#	8aa	3.75	M4/4	1.0	off beat	0.0	0.6666666666666666
I	4r	4r	8a	8aa	4	M4/4	0.0	weak beat	0.0	0.6666666666666666
I	4r	4r	8cc#	8aa	4.5	M4/4	1.0	off beat	0.0	0.0
IV	1r	4.r	4dd	8ff#	1	M4/4	2.0	strong beat	1.0	0.5
IV	1r	4.r	4dd	16ee	1.5	M4/4	1.0	off beat	0.0	0.5
IV	1r	4.r	4dd	16ff#	1.75	M4/4	1.0	off beat	0.0	0.6666666666666666
IV	1r	4.r	2dd	8dd	2	M4/4	0.0	weak beat	0.0	0.6666666666666666
IV	1r	8f#	2dd	8ff#	2.5	M4/4	2.0	off beat	0.0	0.4
vb	1r	8g	2dd	8ee	3	M4/4	2.0	strong beat	1.0	1.0
vb	1r	8G	2dd	4eee	3.5	M4/4	2.0	off beat	0.0	0.3333333333333333
I	1r	8A	[4cc#	4eee	4	M4/4	2.0	weak beat	1.0	0.8
I	1r	8a	[4cc#	16ccc#	4.5	M4/4	2.0	off beat	0.0	1.0
I	1r	8a	[4cc#	16aa	4.75	M4/4	1.0	off beat	0.0	0.4
IVb	1r	8f#	4cc#]	8ddd	1	M4/4	2.0	strong beat	1.0	0.6666666666666666
IVb	1r	16g	4cc#]	8dd	1.5	M4/4	2.0	off beat	0.0	0.6666666666666666
IVb	1r	16a	4cc#]	8dd	1.75	M4/4	1.0	off beat	0.0	0.0
